student_id,student_name,subject,topic,quiz_score,assignment_score,attempts,mastery_level,attendance,final_exam_score
970,Ifeanyi Olatunji,Chemistry,Inorganic,76.4,71.65,4,High,59.67,66.38
971,Sola Lawal,English,Grammar,68.62,70.63,4,Low,56.56,51.81
972,Musa Balogun,Chemistry,Physical,64.23,76.04,2,Medium,53.04,57.23
973,Ifeoma Lawal,Physics,Mechanics,66.72,80.74,4,High,81.93,73.44
974,Emeka Ibrahim,English,Vocabulary,55.4,39.38,1,Low,71.07,45.6
975,Ngozi Ibrahim,Physics,Mechanics,81.72,78.66,3,Low,79.29,66.41
976,Daniel Balogun,English,Comprehension,58.33,66.05,3,Low,91.69,50.85
977,Musa Adesina,Physics,Mechanics,84.38,63.17,4,Medium,88.25,61.47
978,Esther Ibrahim,English,Grammar,72.03,56.95,2,Low,60.85,51.91
979,Yusuf Adesina,Chemistry,Physical,77.11,55.33,1,Low,60.01,49.77
980,Halima Adesina,Chemistry,Inorganic,63.95,76.22,2,Medium,84.5,62.43
981,Peace Musa,Mathematics,Calculus,87.27,71.36,2,High,71.54,61.26
982,Peace Yakubu,English,Grammar,61.85,62.95,4,Low,84.6,58.44
983,Chibuzo Lawal,Physics,Thermodynamics,50.85,70.58,3,Low,81.72,60.83
984,Nnamdi Abdullahi,Mathematics,Algebra,75.65,79.41,2,High,75.6,70.8
985,Ifeanyi Mohammed,Chemistry,Organic,79.99,48.01,3,Medium,71.51,54.76
986,Sola Onyekachi,Biology,Ecology,69.55,86.45,1,Medium,69.03,51.7
987,Nnamdi Bashir,Physics,Mechanics,60.05,81.7,3,Medium,80.38,66.22
988,Peace Mohammed,Mathematics,Probability,61.64,48.81,1,Low,80.15,42.49
989,Amina Onyekachi,Physics,Thermodynamics,91.21,76.56,3,Low,69.19,62.15
990,Joseph Okafor,Mathematics,Probability,63.88,64.41,3,Medium,86.17,61.84
991,Ifeanyi Sule,Chemistry,Organic,56.22,96.36,1,Low,75.49,62.44
992,Chukwuka Musa,Biology,Genetics,57.7,73.45,4,Medium,78.11,52.61
993,Ifeoma Adebayo,Chemistry,Inorganic,89.18,87.36,1,Low,71.03,59.61
994,Musa Yakubu,English,Vocabulary,69.17,69.3,1,Low,78.56,55.78
995,Ifeanyi Kabiru,Chemistry,Inorganic,71.07,89.71,4,Medium,80.68,66.09
996,Blessing Okafor,Chemistry,Physical,81.35,92.61,3,Medium,100.0,71.07
997,Ngozi Lawal,English,Comprehension,67.91,36.77,1,Medium,80.53,47.24
998,Chukwuka Ibrahim,Mathematics,Calculus,88.08,56.38,2,Low,58.11,52.7
999,Chukwuka Ibrahim,Physics,Mechanics,41.29,79.27,4,Medium,54.35,55.46
1000,Ngozi Ibrahim,Physics,Optics,40.07,63.2,2,Medium,91.43,54.5
1001,Halima Onyekachi,English,Comprehension,54.64,67.53,4,Medium,75.18,61.29
1002,Emeka Musa,Physics,Thermodynamics,48.6,76.89,2,High,47.96,52.69
1003,Ngozi Kabiru,Physics,Optics,59.14,77.5,2,Medium,75.23,53.25
1004,Daniel Okoye,Chemistry,Organic,53.18,70.98,1,Low,74.21,46.98
1005,Chibuzo Mohammed,Mathematics,Calculus,59.23,78.44,4,High,69.82,65.33
1006,Ngozi Yakubu,Chemistry,Organic,91.04,46.64,2,Low,56.48,56.69
1007,Blessing Okafor,English,Vocabulary,56.86,63.23,3,Medium,67.19,54.31
1008,Peace Lawal,English,Grammar,84.18,80.03,2,Medium,83.62,62.72
1009,Funke Abdullahi,Biology,Genetics,51.19,25.41,4,Medium,66.91,48.8
1010,Funke Okoye,Biology,Ecology,71.2,64.68,4,Low,74.78,54.54
1011,Emeka Lawal,Mathematics,Probability,67.46,79.49,1,High,58.84,63.91
1012,Amarachi Adesina,Physics,Thermodynamics,76.19,61.77,2,Medium,82.01,75.76
1013,Tunde Okoye,Biology,Anatomy,63.75,73.9,4,Medium,67.62,63.34
1014,Nkiru Yakubu,Physics,Optics,70.52,70.92,4,Medium,64.8,64.18
1015,Peace Ibrahim,Chemistry,Inorganic,82.55,74.73,1,Medium,84.62,65.19
1016,David Yakubu,Mathematics,Geometry,74.0,72.19,4,High,65.49,69.27
1017,Amina Bashir,Biology,Anatomy,53.1,58.51,1,Low,76.89,48.0
1018,David Ibrahim,Chemistry,Inorganic,50.73,83.81,4,Low,80.72,54.95
1019,Ngozi Ibrahim,Mathematics,Geometry,46.55,65.83,4,High,70.54,58.86
1020,David Abdullahi,English,Grammar,60.64,37.89,2,Medium,71.12,46.7
1021,Amarachi Bashir,Physics,Optics,72.6,57.53,4,Medium,91.79,54.25
1022,Chinedu Okoye,Biology,Anatomy,80.73,64.64,2,High,83.6,67.55
1023,Tunde Ahmed,Chemistry,Physical,78.67,62.19,2,Medium,64.01,66.96
1024,Sola Abdullahi,Mathematics,Probability,63.64,71.32,3,Low,87.35,52.93
1025,Ifeoma Ibrahim,English,Vocabulary,72.15,59.15,2,Medium,73.68,58.8
1026,Abdul Balogun,Physics,Optics,47.0,56.32,2,Low,88.51,51.7
1027,Ibrahim Okoye,Mathematics,Probability,64.25,71.65,3,Medium,72.06,67.86
1028,Emeka Yakubu,Chemistry,Physical,62.6,71.48,2,Low,86.46,52.31
1029,Ibrahim Sule,Mathematics,Calculus,83.71,45.04,1,Medium,91.3,56.96
1030,Nkiru Sadiq,English,Grammar,62.09,39.65,4,Low,70.45,41.89
1031,Daniel Sule,Biology,Ecology,57.71,65.94,4,Medium,84.58,61.82
1032,Peace Ibrahim,Mathematics,Geometry,68.69,51.57,3,Medium,66.19,64.5
1033,Maryam Sule,Mathematics,Geometry,56.18,92.84,2,Low,72.57,58.6
1034,Funke Balogun,Physics,Mechanics,77.84,87.08,3,Medium,73.89,68.12
1035,Tunde Balogun,Mathematics,Probability,64.33,73.07,2,Low,83.91,56.83
1036,Ngozi Ibrahim,English,Vocabulary,72.43,92.58,2,High,78.81,73.88
1037,Nnamdi Abdul,Chemistry,Organic,46.77,28.54,1,Medium,78.88,40.45
1038,Samuel Danladi,Biology,Genetics,58.82,71.65,4,High,74.4,69.94
1039,Tunde Onyekachi,Biology,Genetics,66.03,56.8,1,Medium,84.9,55.0
1040,Yusuf Olatunji,English,Comprehension,71.32,60.84,2,Medium,68.5,58.34
1041,Peace Balogun,Mathematics,Algebra,65.15,75.2,4,Medium,72.31,54.77
1042,Peace Onyekachi,Biology,Anatomy,59.81,79.91,3,Low,72.03,55.99
1043,Daniel Ibrahim,Chemistry,Organic,76.84,57.32,4,Medium,59.57,59.38
1044,Joseph Sadiq,Biology,Genetics,59.19,53.51,2,Medium,73.25,55.26
1045,Emeka Okafor,Mathematics,Algebra,64.89,72.6,4,Medium,93.13,64.5
1046,Sola Sule,English,Comprehension,68.34,60.36,4,Low,66.54,51.67
1047,Funke Bashir,Physics,Mechanics,59.25,73.39,2,Medium,98.49,58.99
1048,Yusuf Abdullahi,Chemistry,Inorganic,60.0,67.05,3,Medium,78.96,60.78
1049,Sola Sule,Chemistry,Inorganic,80.41,31.6,4,Medium,51.13,49.79
1050,Peace Okafor,Physics,Mechanics,78.17,44.52,3,High,44.92,58.9
1051,Ifeanyi Sule,Biology,Ecology,67.92,51.65,1,Medium,65.14,47.29
1052,Esther Mohammed,Biology,Anatomy,66.33,58.61,3,Medium,79.94,44.7
1053,Chibuzo Adesina,Mathematics,Calculus,54.72,51.11,3,Medium,72.44,49.42
1054,Chinedu Sule,English,Vocabulary,74.57,40.11,3,Medium,75.45,58.01
1055,Chukwuka Danladi,Mathematics,Geometry,87.28,60.77,3,High,78.24,59.63
1056,Samuel Ibrahim,English,Grammar,36.3,80.67,4,Low,74.94,58.22
1057,Sola Onyekachi,Chemistry,Physical,48.52,75.8,1,Low,93.69,54.95
1058,Tunde Sadiq,Physics,Optics,68.32,68.13,4,High,59.29,70.61
1059,Ngozi Sule,English,Comprehension,57.67,75.57,2,Low,59.37,45.98
1060,Chiamaka Balogun,Physics,Mechanics,82.22,62.79,4,Medium,89.53,67.54
1061,Chiamaka Sadiq,English,Grammar,42.9,81.38,2,Medium,69.1,59.14
1062,Esther Kabiru,Chemistry,Inorganic,65.3,44.85,2,Medium,76.64,63.52
1063,Sola Kabiru,Physics,Mechanics,70.92,67.14,1,Medium,85.75,61.83
1064,Ifeoma Kabiru,Mathematics,Algebra,67.51,51.63,3,High,77.34,65.02
1065,Ngozi Ibrahim,Mathematics,Calculus,54.97,89.37,4,High,74.08,63.98
1066,Sola Kabiru,Chemistry,Organic,76.97,63.7,3,Medium,82.6,62.63
1067,Emeka Olatunji,Physics,Mechanics,64.28,75.4,3,Low,77.91,48.11
1068,Samuel Yakubu,Mathematics,Calculus,51.55,81.94,2,Low,73.68,51.48
1069,Sola Okafor,English,Vocabulary,48.7,51.8,1,Low,54.78,39.36
1070,Funke Bashir,Chemistry,Inorganic,57.82,53.5,2,High,74.32,57.36
1071,Chiamaka Onyekachi,English,Grammar,90.12,45.32,2,Low,86.59,61.49
1072,Peace Olatunji,English,Comprehension,55.65,71.05,1,Low,70.42,51.0
1073,Esther Sule,Mathematics,Algebra,83.11,77.08,4,Low,80.09,63.92
1074,Halima Ibrahim,Physics,Thermodynamics,47.19,64.87,4,Medium,87.07,50.04
1075,Ngozi Olatunji,Physics,Thermodynamics,52.34,69.89,1,High,65.15,51.98
1076,Emeka Yakubu,English,Grammar,59.92,47.52,1,High,65.26,55.04
1077,Ifeanyi Yakubu,Mathematics,Probability,49.31,44.03,3,Medium,68.7,51.47
1078,Ifeoma Yakubu,Biology,Genetics,62.64,61.03,2,Low,75.44,42.69
1079,Chukwuka Ibrahim,Chemistry,Inorganic,70.94,73.75,4,Low,70.91,65.07
1080,Ifeanyi Sule,Chemistry,Inorganic,51.47,84.92,4,Medium,76.54,61.72
1081,Tunde Sadiq,Mathematics,Calculus,64.76,66.39,4,Medium,87.2,58.04
1082,Blessing Onyekachi,Chemistry,Physical,55.85,83.54,2,Medium,69.04,64.68
1083,Abdul Adebayo,Chemistry,Physical,85.39,61.97,1,Medium,81.81,57.21
1084,Maryam Yakubu,Biology,Anatomy,74.06,70.99,4,Low,79.73,58.25
1085,Zainab Bashir,Physics,Optics,45.07,75.55,4,Low,54.37,48.75
1086,Emeka Abdul,Biology,Ecology,76.29,70.88,3,Medium,94.48,72.95
1087,Zainab Okoye,Mathematics,Probability,57.15,68.41,1,Medium,74.53,47.44
1088,David Olatunji,English,Grammar,53.72,59.59,4,Low,54.64,48.43
1089,Amarachi Ibrahim,Mathematics,Algebra,62.01,42.91,4,Medium,79.04,57.91
1090,Joseph Sule,Mathematics,Algebra,67.72,63.14,2,High,80.91,65.8
1091,Chukwuka Abdul,Mathematics,Geometry,68.69,55.63,2,Medium,77.77,62.94
1092,Ngozi Ibrahim,English,Vocabulary,57.84,99.47,4,Low,69.74,63.82
1093,Ngozi Olatunji,Chemistry,Physical,56.93,71.35,3,High,57.58,56.89
1094,Ifeanyi Adesina,Chemistry,Organic,51.89,70.03,1,Medium,84.94,59.05
1095,Musa Ibrahim,Physics,Optics,36.54,98.63,1,Medium,77.95,54.86
1096,Maryam Balogun,Mathematics,Calculus,66.89,70.64,1,High,68.33,62.0
1097,Nkiru Okafor,Physics,Optics,57.71,61.93,4,Medium,68.14,49.95
1098,Ifeoma Ibrahim,Biology,Ecology,66.75,76.78,4,Medium,80.15,70.18
1099,Ngozi Okoye,Biology,Genetics,68.89,60.01,2,Medium,83.4,52.39
1100,Chibuzo Danladi,Biology,Genetics,54.19,53.54,3,High,85.8,62.4
1101,Ngozi Mohammed,Physics,Mechanics,70.85,84.08,1,Medium,66.21,64.65
1102,Ibrahim Sadiq,Biology,Genetics,63.5,80.7,1,Low,73.85,53.91
1103,Chiamaka Adesina,Biology,Anatomy,71.49,81.14,4,Medium,68.32,66.73
1104,David Kabiru,Biology,Anatomy,52.3,30.53,4,Medium,77.0,50.44
1105,Zainab Okoye,Biology,Anatomy,68.14,38.76,1,Medium,71.49,38.2
1106,Nkiru Lawal,English,Comprehension,81.44,51.71,4,High,87.55,71.81
1107,Daniel Danladi,Mathematics,Algebra,54.19,51.01,4,Medium,78.5,50.11
1108,Sola Abdul,Biology,Anatomy,66.23,60.76,1,Low,57.19,37.02
1109,Nnamdi Kabiru,Chemistry,Inorganic,67.72,59.58,1,Medium,69.47,58.59
1110,Peace Abdullahi,Physics,Optics,79.08,63.91,1,Medium,71.59,62.64
1111,Maryam Abdul,Chemistry,Physical,48.72,71.35,1,High,80.52,61.0
1112,Maryam Okafor,Biology,Ecology,41.76,56.58,4,Medium,66.22,50.93
1113,Samuel Adesina,Chemistry,Inorganic,70.77,90.45,3,Low,70.05,60.89
1114,Ifeoma Ibrahim,Chemistry,Physical,78.8,72.45,3,Low,87.68,64.47
1115,Esther Abdul,Physics,Thermodynamics,51.11,48.0,1,Medium,59.48,48.47
1116,Ngozi Ibrahim,Mathematics,Calculus,79.26,95.74,4,Low,83.43,76.83
1117,Musa Abdullahi,Chemistry,Inorganic,58.04,50.65,2,Medium,83.5,55.22
1118,Yusuf Ahmed,Mathematics,Algebra,66.29,73.81,2,High,78.23,71.18
1119,Nnamdi Mohammed,Biology,Ecology,80.54,76.16,2,Low,83.46,65.1
1120,Ifeoma Lawal,Biology,Genetics,59.47,79.35,1,Medium,61.06,62.57
1121,Tunde Mohammed,English,Grammar,50.67,72.29,4,Medium,66.55,60.64
1122,Halima Ibrahim,Physics,Thermodynamics,64.59,44.08,4,Medium,79.21,52.59
1123,Blessing Sule,English,Vocabulary,75.57,68.02,3,Low,78.95,54.63
1124,Yusuf Adebayo,Mathematics,Geometry,57.93,61.12,4,Medium,83.57,67.64
1125,Ngozi Sadiq,English,Grammar,55.34,84.15,4,Medium,53.3,54.87
1126,Abdul Sadiq,Chemistry,Organic,53.49,47.71,4,Low,59.16,47.3
1127,Ifeanyi Yakubu,Biology,Anatomy,62.43,73.69,3,High,81.9,66.95
1128,Ngozi Balogun,Mathematics,Calculus,72.89,66.96,4,Medium,63.13,67.71
1129,Joseph Ahmed,Chemistry,Inorganic,57.93,53.97,3,High,73.22,52.49
1130,Yusuf Musa,English,Comprehension,59.99,73.16,4,Medium,78.48,58.23
1131,Nnamdi Lawal,English,Grammar,59.15,84.11,3,Medium,79.96,74.85
1132,Blessing Olatunji,English,Grammar,79.16,85.16,1,High,61.12,71.78
1133,Chinedu Adesina,Mathematics,Algebra,64.36,59.74,4,Medium,76.68,64.46
1134,Nnamdi Onyekachi,Chemistry,Organic,71.01,54.82,1,Low,82.42,48.42
1135,Tunde Balogun,English,Vocabulary,67.6,63.45,2,High,72.81,65.07
1136,Joseph Adebayo,Mathematics,Algebra,52.52,97.18,2,Medium,56.79,58.44
1137,Emeka Musa,English,Grammar,69.44,76.76,1,Medium,74.0,61.17
1138,Yusuf Onyekachi,Biology,Anatomy,69.93,64.53,1,Medium,88.93,64.37
1139,Ifeanyi Ahmed,Biology,Anatomy,75.47,53.51,3,Low,74.21,52.82
1140,Emeka Abdullahi,Chemistry,Organic,52.93,73.4,4,Medium,69.62,62.62
1141,Amina Ahmed,Chemistry,Organic,52.16,93.79,4,Low,66.04,60.79
1142,Ifeanyi Sule,English,Comprehension,74.5,59.44,2,Medium,83.52,54.56
1143,Sola Mohammed,English,Comprehension,82.43,68.21,2,Medium,69.04,62.05
1144,Sola Yakubu,Chemistry,Organic,74.71,59.23,1,Low,67.51,50.7
1145,Daniel Ahmed,Biology,Genetics,50.88,95.31,4,Low,69.34,64.42
1146,Joseph Okafor,Mathematics,Probability,67.51,53.23,3,Low,74.94,55.88
1147,Samuel Ibrahim,English,Grammar,62.74,85.9,4,Medium,85.22,72.97
1148,Abdul Abdullahi,English,Grammar,59.48,51.8,1,Medium,68.86,51.19
1149,Ifeoma Sadiq,Mathematics,Calculus,71.55,35.43,3,Medium,74.92,53.62
1150,Abdul Balogun,Mathematics,Calculus,61.67,87.37,3,Low,79.22,67.65
1151,David Onyekachi,Physics,Mechanics,62.41,82.06,1,High,91.35,73.1
1152,Ngozi Sule,Chemistry,Physical,51.89,64.19,4,High,71.55,62.0
1153,Joseph Danladi,Biology,Genetics,73.24,55.42,4,Medium,75.68,50.85
1154,Ibrahim Balogun,Physics,Mechanics,82.3,60.31,2,Medium,75.56,60.57
1155,Tunde Bashir,Chemistry,Inorganic,78.75,25.44,4,High,74.83,55.95
1156,Chinedu Balogun,Chemistry,Organic,59.56,93.89,3,Medium,66.13,69.31
1157,Amina Ibrahim,Mathematics,Geometry,69.28,86.92,4,High,68.33,67.44
1158,Nkiru Bashir,Physics,Thermodynamics,78.15,74.38,2,High,59.55,62.99
1159,Amina Mohammed,Biology,Anatomy,69.64,80.57,1,Medium,68.21,47.22
1160,Ifeanyi Ibrahim,Mathematics,Geometry,71.28,49.7,2,Low,54.83,33.36
1161,Joseph Balogun,Chemistry,Organic,74.77,69.93,4,Medium,72.74,72.27
1162,Chibuzo Abdul,Mathematics,Algebra,72.65,92.24,1,Medium,61.07,64.95
1163,Chiamaka Ibrahim,Physics,Mechanics,45.6,64.56,2,Medium,72.51,55.06
1164,Chiamaka Sule,Biology,Ecology,65.55,77.35,1,High,82.03,75.45
1165,Daniel Bashir,Physics,Optics,61.22,53.88,2,Medium,77.46,50.14
1166,Daniel Okoye,Chemistry,Organic,82.78,63.75,1,Low,69.34,53.5
1167,Emeka Adesina,Physics,Thermodynamics,73.62,65.63,3,Medium,68.58,69.89
1168,David Lawal,English,Grammar,54.73,68.53,2,Low,81.52,44.05
1169,Nkiru Musa,English,Comprehension,70.76,52.17,2,Low,83.23,47.55
1170,Esther Abdullahi,Mathematics,Algebra,73.31,84.59,2,High,83.61,72.17
1171,Ifeoma Musa,English,Comprehension,62.22,59.35,4,Medium,89.71,57.43
1172,Chiamaka Sadiq,Physics,Mechanics,52.56,77.98,2,Medium,67.04,52.47
1173,Musa Yakubu,Biology,Genetics,47.68,60.76,2,Medium,74.17,52.87
1174,Amina Ibrahim,Physics,Thermodynamics,76.42,75.9,4,Medium,73.09,66.67
1175,Tunde Musa,Chemistry,Inorganic,71.12,87.09,4,Low,76.26,62.56
1176,Zainab Sule,Mathematics,Algebra,53.09,46.32,3,High,81.66,57.46
1177,Maryam Kabiru,Physics,Optics,71.93,66.07,2,Low,89.07,55.34
1178,Emeka Adebayo,Physics,Thermodynamics,76.46,67.42,4,Medium,68.92,67.46
1179,Blessing Sule,Mathematics,Algebra,69.92,73.35,3,Low,75.81,58.66
1180,Halima Ahmed,Chemistry,Physical,93.66,85.76,4,Low,82.23,72.72
1181,Nnamdi Balogun,English,Grammar,77.09,75.77,2,Medium,75.26,63.63
1182,Esther Kabiru,Mathematics,Algebra,64.03,20.44,2,Medium,77.11,42.47
1183,Daniel Abdul,Chemistry,Inorganic,84.11,68.29,2,Medium,63.11,62.94
1184,Chukwuka Olatunji,Physics,Mechanics,52.45,75.1,3,Low,77.91,59.24
1185,Zainab Adesina,Physics,Optics,55.51,68.51,2,Low,61.35,52.92
1186,Daniel Sadiq,Mathematics,Probability,71.23,75.44,2,Low,75.02,60.33
1187,Peace Yakubu,Physics,Optics,84.25,63.72,3,Low,76.39,54.92
1188,Nnamdi Sule,Chemistry,Inorganic,54.58,69.47,2,Medium,86.04,56.84
1189,Amina Abdul,Mathematics,Calculus,62.17,61.9,2,Low,69.65,52.14
1190,David Yakubu,Biology,Genetics,47.03,87.21,3,Low,68.35,58.63
1191,Ngozi Ibrahim,Physics,Thermodynamics,49.76,78.03,2,Medium,81.72,60.52
1192,Maryam Lawal,Mathematics,Probability,53.07,71.74,4,High,63.17,59.65
1193,Emeka Abdul,Biology,Ecology,77.35,79.95,3,Low,75.15,58.09
1194,Halima Lawal,Physics,Optics,72.75,68.29,4,Medium,51.8,65.0
1195,Chukwuka Abdul,Physics,Thermodynamics,64.71,86.04,1,Medium,64.05,45.45
1196,Amina Balogun,Biology,Anatomy,68.35,72.37,1,Medium,58.09,52.54
1197,Abdul Sadiq,Mathematics,Probability,98.06,63.42,4,Low,82.31,63.54
1198,Maryam Okafor,Biology,Genetics,39.92,65.45,2,Medium,72.34,48.46
1199,Zainab Musa,Mathematics,Algebra,63.62,71.96,4,Medium,73.5,56.38
1200,Blessing Yakubu,English,Vocabulary,70.83,38.76,1,High,54.5,54.25
1201,David Mohammed,Biology,Genetics,71.08,67.14,3,Medium,61.05,56.58
1202,Ifeoma Musa,Mathematics,Algebra,61.85,44.06,4,High,67.61,59.18
1203,Samuel Kabiru,Mathematics,Calculus,82.13,61.71,4,Medium,82.56,56.97
1204,Ifeoma Ibrahim,English,Vocabulary,72.91,55.94,2,Medium,78.07,57.13
1205,Tunde Ibrahim,Chemistry,Physical,80.84,54.88,1,Medium,81.28,58.01
1206,Ifeanyi Sule,Chemistry,Organic,63.1,65.24,1,Medium,66.54,54.91
1207,David Ibrahim,Mathematics,Calculus,64.25,71.62,3,Low,75.85,60.63
1208,Maryam Abdullahi,English,Vocabulary,76.08,52.24,2,Low,83.69,48.12
1209,Samuel Lawal,English,Grammar,72.05,77.3,4,Medium,55.89,64.65
1210,Emeka Abdul,Physics,Thermodynamics,59.38,56.62,2,Medium,88.51,52.81
1211,Chukwuka Ahmed,English,Vocabulary,55.32,69.14,4,Low,81.86,54.91
1212,Tunde Danladi,Chemistry,Inorganic,79.0,75.96,4,Medium,53.22,62.82
1213,Chibuzo Adebayo,Biology,Anatomy,58.26,75.19,3,Medium,48.75,69.59
1214,Funke Sule,Mathematics,Geometry,71.37,70.23,4,Low,86.82,73.22
1215,Abdul Okoye,Chemistry,Organic,75.45,82.23,1,Low,76.31,59.54
1216,Sola Mohammed,Biology,Genetics,59.29,55.61,2,Medium,68.13,45.94
1217,Joseph Okafor,Chemistry,Inorganic,64.09,42.73,2,Medium,76.91,51.4
1218,Halima Yakubu,Mathematics,Calculus,66.76,60.17,2,Low,100.0,62.88
1219,Nkiru Lawal,English,Vocabulary,50.07,71.49,3,Medium,68.92,51.23
1220,Samuel Musa,Chemistry,Inorganic,48.92,74.48,4,Medium,68.19,63.09
1221,Daniel Mohammed,Chemistry,Organic,76.93,88.61,3,Low,66.48,66.51
1222,Funke Onyekachi,Mathematics,Geometry,72.59,60.89,3,Low,67.28,62.68
1223,Amarachi Okoye,English,Grammar,67.73,77.54,3,Low,66.78,52.0
1224,Blessing Sule,Physics,Mechanics,58.17,66.14,2,Low,64.36,49.9
1225,Samuel Abdul,Physics,Optics,44.74,51.2,3,Medium,81.71,53.56
1226,Emeka Bashir,Mathematics,Calculus,60.3,52.73,3,Low,64.73,46.25
1227,David Bashir,Physics,Thermodynamics,72.73,81.92,3,Low,70.03,55.63
1228,Chinedu Ibrahim,Biology,Genetics,68.21,55.65,4,High,69.82,68.26
1229,Ibrahim Okafor,English,Vocabulary,74.93,70.37,3,Medium,62.28,63.49
1230,Ngozi Sadiq,Chemistry,Physical,77.75,62.37,2,Medium,88.51,69.78
1231,Nnamdi Yakubu,Chemistry,Physical,84.96,72.58,1,Medium,80.87,72.96
1232,Chukwuka Balogun,Physics,Thermodynamics,70.37,60.48,1,Medium,70.51,57.52
1233,Abdul Ibrahim,Physics,Optics,49.51,65.85,3,Low,85.97,41.05
1234,Amina Ibrahim,Physics,Thermodynamics,83.41,84.84,2,Medium,70.4,71.75
1235,Emeka Ahmed,Physics,Mechanics,65.04,86.45,1,Medium,84.83,57.67
1236,David Sule,Mathematics,Probability,72.05,64.92,2,Medium,75.83,56.82
1237,Peace Ibrahim,English,Grammar,85.98,83.6,3,Medium,67.6,63.84
1238,Ifeoma Adesina,Chemistry,Inorganic,60.37,74.52,3,Low,77.4,62.84
1239,Funke Danladi,Chemistry,Inorganic,74.48,82.54,1,Low,78.27,53.4
1240,Chukwuka Yakubu,Biology,Ecology,62.65,83.9,3,Low,74.48,62.15
1241,Nnamdi Adesina,Biology,Genetics,61.18,52.55,1,Low,73.77,48.23
1242,Ngozi Sadiq,English,Comprehension,57.13,64.46,1,High,65.61,61.41
1243,Daniel Ibrahim,Mathematics,Algebra,61.47,89.79,4,Medium,90.29,69.52
1244,Yusuf Adesina,Physics,Thermodynamics,52.9,36.71,4,Medium,60.28,40.06
1245,Emeka Mohammed,Physics,Mechanics,81.54,69.74,4,Low,78.9,52.12
1246,Esther Balogun,Chemistry,Physical,50.62,81.31,3,Medium,77.87,60.02
1247,Nnamdi Yakubu,Physics,Mechanics,71.78,92.54,1,Low,72.79,62.06
1248,Ngozi Musa,Biology,Genetics,67.31,100.0,3,Medium,54.01,71.21
1249,Esther Musa,Physics,Mechanics,63.62,76.5,1,Medium,68.43,58.56
1250,Esther Abdullahi,English,Vocabulary,73.54,100.0,3,Medium,83.08,69.78
1251,Daniel Adesina,Chemistry,Physical,59.91,61.2,4,High,57.04,57.24
1252,Chibuzo Adebayo,Chemistry,Physical,73.79,48.89,1,High,85.48,61.56
1253,Blessing Abdul,Mathematics,Geometry,56.19,65.88,3,Medium,90.98,63.44
1254,Ifeoma Mohammed,Chemistry,Organic,65.11,64.43,1,Low,75.77,49.17
1255,Halima Musa,Chemistry,Organic,39.74,98.63,3,Low,76.55,59.48
1256,Joseph Abdullahi,English,Grammar,64.31,56.97,2,Medium,73.14,47.36
1257,Peace Okoye,English,Comprehension,92.33,49.48,3,High,64.68,62.54
1258,Ngozi Onyekachi,Chemistry,Physical,80.46,68.22,3,Low,62.64,64.77
1259,Daniel Danladi,Physics,Mechanics,73.77,76.08,2,Medium,82.16,77.25
1260,Funke Sadiq,Biology,Ecology,91.22,57.7,2,Low,91.24,63.28
1261,Ibrahim Kabiru,Physics,Mechanics,70.99,42.62,1,Medium,73.3,47.51
1262,Ifeanyi Abdullahi,Mathematics,Geometry,74.94,84.07,1,Medium,54.26,62.23
1263,Ngozi Danladi,Physics,Optics,78.46,65.2,3,Low,82.29,61.7
1264,Ngozi Okafor,Mathematics,Geometry,69.1,63.93,2,High,62.83,54.73
1265,Ibrahim Lawal,Chemistry,Organic,73.51,68.29,2,Low,73.61,54.46
1266,Tunde Adesina,Mathematics,Algebra,61.34,83.7,1,Medium,71.65,54.05
1267,Emeka Adesina,Mathematics,Geometry,73.92,64.93,1,Low,75.31,62.49
1268,Ngozi Kabiru,English,Grammar,64.75,72.34,4,Low,63.21,55.51
1269,Yusuf Balogun,Mathematics,Calculus,72.31,44.67,1,Medium,77.01,53.65
1270,Chiamaka Adebayo,English,Grammar,65.5,83.56,2,Low,78.34,66.86
1271,Funke Okafor,Mathematics,Geometry,53.08,70.04,3,High,75.84,55.47
1272,Funke Danladi,Physics,Thermodynamics,76.48,100.0,2,Medium,74.83,74.69
1273,Tunde Adebayo,English,Grammar,66.01,57.3,2,Medium,56.79,49.98
1274,Amarachi Onyekachi,Physics,Thermodynamics,48.3,93.56,1,High,73.85,61.41
1275,Sola Sule,English,Vocabulary,75.67,51.17,4,Medium,67.33,59.49
1276,Daniel Okoye,Biology,Anatomy,77.35,75.53,1,Low,77.48,59.38
1277,Funke Ibrahim,Biology,Genetics,69.8,71.02,2,Medium,64.7,60.18
1278,Emeka Olatunji,Mathematics,Probability,52.12,69.22,1,Medium,70.19,66.13
1279,Esther Danladi,Chemistry,Physical,64.52,46.94,1,Low,73.66,48.58
1280,Esther Adebayo,Biology,Ecology,85.08,59.16,4,Medium,59.18,67.23
1281,Ngozi Sule,Biology,Genetics,48.43,61.46,4,Low,72.42,49.48
1282,Nkiru Adesina,Physics,Mechanics,73.27,57.75,4,High,72.26,64.07
1283,Funke Okoye,Mathematics,Probability,66.8,69.47,1,Medium,79.36,63.5
1284,Musa Sule,Mathematics,Algebra,69.71,74.8,2,Medium,59.18,60.48
1285,Ifeoma Abdul,Mathematics,Geometry,70.75,78.93,1,Medium,68.08,58.32
1286,Emeka Olatunji,Physics,Thermodynamics,58.11,76.05,4,Low,85.34,57.01
